"Station Name","Date (Local Standard Time)","Air Temp. Avg. (°C)","Air Temp. Avg. Source Flag","Air Temp. Avg. Record Completeness (%)","Wind Speed 2 m Avg. (km/h)","Wind Speed 2 m Avg. Source Flag","Wind Speed 2 m Avg. Record Completeness (%)","Wind Speed 10 m Avg. (km/h)","Wind Speed 10 m Avg. Source Flag","Wind Speed 10 m Avg. Record Completeness (%)","Wind Dir. 10 m Avg. (°)","Wind Dir. 10 m Avg. Source Flag","Wind Dir. 10 m Avg. Record Completeness (%)"
"Keoma AGCM","04-March-2022","-10.2","AGGREGATED","100.0","8.7","AGGREGATED","100.0","16.8","AGGREGATED","100.0","358.9","AGGREGATED","100.0"
"Keoma AGCM","05-March-2022","-7.8","AGGREGATED","100.0","5.4","AGGREGATED","100.0","6.0","AGGREGATED","100.0","13.0","AGGREGATED","100.0"
"Keoma AGCM","06-March-2022","-5.1","AGGREGATED","100.0","10.0","AGGREGATED","100.0","12.5","AGGREGATED","100.0","276.5","AGGREGATED","100.0"
"Keoma AGCM","07-March-2022","-1.1","AGGREGATED","100.0","23.4","AGGREGATED","100.0","28.2","AGGREGATED","100.0","323.2","AGGREGATED","100.0"
"Keoma AGCM","08-March-2022","-10.1","AGGREGATED","100.0","19.5","AGGREGATED","100.0","22.6","AGGREGATED","100.0","344.5","AGGREGATED","100.0"
"Keoma AGCM","09-March-2022","-15.4","AGGREGATED","100.0","11.1","AGGREGATED","100.0","14.4","AGGREGATED","100.0","298.7","AGGREGATED","100.0"
"Keoma AGCM","10-March-2022","-10.4","AGGREGATED","100.0","13.9","AGGREGATED","100.0","17.3","AGGREGATED","100.0","324.9","AGGREGATED","100.0"
"Keoma AGCM","11-March-2022","-10.5","AGGREGATED","100.0","13.6","AGGREGATED","100.0","17.6","AGGREGATED","100.0","196.1","AGGREGATED","100.0"
"Keoma AGCM","12-March-2022","3.2","AGGREGATED","100.0","11.7","AGGREGATED","100.0","16.0","AGGREGATED","100.0","256.6","AGGREGATED","100.0"
"Keoma AGCM","13-March-2022","0.1","AGGREGATED","100.0","8.4","AGGREGATED","100.0","9.8","AGGREGATED","100.0","134.9","AGGREGATED","100.0"
"Keoma AGCM","14-March-2022","3.2","AGGREGATED","100.0","12.4","AGGREGATED","100.0","14.6","AGGREGATED","100.0","230.9","AGGREGATED","100.0"
"Keoma AGCM","15-March-2022","4.7","AGGREGATED","100.0","13.5","AGGREGATED","100.0","17.5","AGGREGATED","100.0","264.0","AGGREGATED","100.0"
"Keoma AGCM","16-March-2022","3.3","AGGREGATED","100.0","13.0","AGGREGATED","100.0","17.6","AGGREGATED","100.0","290.4","AGGREGATED","100.0"
"Keoma AGCM","17-March-2022","3.3","AGGREGATED","100.0","10.9","AGGREGATED","100.0","14.7","AGGREGATED","100.0","247.9","AGGREGATED","100.0"
"Keoma AGCM","18-March-2022","3.4","AGGREGATED","100.0","9.9","AGGREGATED","100.0","13.4","AGGREGATED","100.0","274.5","AGGREGATED","100.0"
"Keoma AGCM","19-March-2022","2.7","AGGREGATED","100.0","9.2","AGGREGATED","100.0","12.6","AGGREGATED","100.0","186.0","AGGREGATED","100.0"
"Keoma AGCM","20-March-2022","1.5","AGGREGATED","100.0","19.6","AGGREGATED","100.0","24.2","AGGREGATED","100.0","315.4","AGGREGATED","100.0"
"Keoma AGCM","21-March-2022","1.6","AGGREGATED","100.0","10.8","AGGREGATED","100.0","14.0","AGGREGATED","100.0","288.2","AGGREGATED","100.0"
"Keoma AGCM","22-March-2022","5.4","AGGREGATED","100.0","10.3","AGGREGATED","100.0","14.3","AGGREGATED","100.0","220.8","AGGREGATED","100.0"
"Keoma AGCM","23-March-2022","8.6","AGGREGATED","100.0","12.3","AGGREGATED","100.0","16.9","AGGREGATED","100.0","248.0","AGGREGATED","100.0"
"Keoma AGCM","24-March-2022","1.5","AGGREGATED","100.0","20.3","AGGREGATED","100.0","24.1","AGGREGATED","100.0","337.5","AGGREGATED","100.0"
"Keoma AGCM","25-March-2022","0.1","AGGREGATED","100.0","14.5","AGGREGATED","100.0","18.5","AGGREGATED","100.0","166.2","AGGREGATED","100.0"
"Keoma AGCM","26-March-2022","-0.2","AGGREGATED","100.0","9.1","AGGREGATED","100.0","11.3","AGGREGATED","100.0","115.4","AGGREGATED","100.0"
"Keoma AGCM","27-March-2022","2.5","AGGREGATED","100.0","9.0","AGGREGATED","100.0","10.6","AGGREGATED","100.0","58.0","AGGREGATED","100.0"
"Keoma AGCM","28-March-2022","-0.6","AGGREGATED","100.0","22.2","AGGREGATED","100.0","25.9","AGGREGATED","100.0","354.2","AGGREGATED","100.0"
"Keoma AGCM","29-March-2022","0.4","AGGREGATED","100.0","8.3","AGGREGATED","100.0","11.0","AGGREGATED","100.0","250.7","AGGREGATED","100.0"
"Keoma AGCM","30-March-2022","5.7","AGGREGATED","100.0","14.3","AGGREGATED","100.0","18.1","AGGREGATED","100.0","258.8","AGGREGATED","100.0"
"Keoma AGCM","31-March-2022","2.9","AGGREGATED","100.0","19.0","AGGREGATED","100.0","22.8","AGGREGATED","100.0","331.0","AGGREGATED","100.0"
"Keoma AGCM","01-April-2022","2.6","AGGREGATED","100.0","8.9","AGGREGATED","100.0","11.5","AGGREGATED","100.0","252.0","AGGREGATED","100.0"
"Keoma AGCM","02-April-2022","1.8","AGGREGATED","100.0","11.0","AGGREGATED","100.0","13.4","AGGREGATED","100.0","287.2","AGGREGATED","100.0"
"Keoma AGCM","03-April-2022","0.7","AGGREGATED","100.0","10.9","AGGREGATED","100.0","15.0","AGGREGATED","100.0","212.1","AGGREGATED","100.0"
"Keoma AGCM","04-April-2022","6.4","AGGREGATED","100.0","22.1","AGGREGATED","100.0","28.0","AGGREGATED","100.0","237.1","AGGREGATED","100.0"
"Keoma AGCM","05-April-2022","4.5","AGGREGATED","100.0","25.8","AGGREGATED","100.0","31.2","AGGREGATED","100.0","337.0","AGGREGATED","100.0"
"Keoma AGCM","06-April-2022","2.6","AGGREGATED","100.0","13.3","AGGREGATED","100.0","15.9","AGGREGATED","100.0","344.7","AGGREGATED","100.0"
"Keoma AGCM","07-April-2022","4.3","AGGREGATED","100.0","12.5","AGGREGATED","100.0","16.5","AGGREGATED","100.0","184.2","AGGREGATED","100.0"
"Keoma AGCM","08-April-2022","12.3","AGGREGATED","100.0","20.7","AGGREGATED","100.0","27.2","AGGREGATED","100.0","240.5","AGGREGATED","100.0"
"Keoma AGCM","09-April-2022","3.9","AGGREGATED","100.0","17.4","AGGREGATED","100.0","21.5","AGGREGATED","100.0","324.7","AGGREGATED","100.0"
"Keoma AGCM","10-April-2022","-1.5","AGGREGATED","100.0","22.7","AGGREGATED","100.0","28.0","AGGREGATED","100.0","340.8","AGGREGATED","100.0"
"Keoma AGCM","11-April-2022","-4.5","AGGREGATED","100.0","20.8","AGGREGATED","100.0","25.3","AGGREGATED","100.0","1.6","AGGREGATED","100.0"
"Keoma AGCM","12-April-2022","-7.9","AGGREGATED","100.0","23.9","AGGREGATED","100.0","28.2","AGGREGATED","100.0","12.0","AGGREGATED","100.0"
"Keoma AGCM","13-April-2022","-7.8","AGGREGATED","100.0","17.9","AGGREGATED","100.0","20.5","AGGREGATED","100.0","7.6","AGGREGATED","100.0"
"Keoma AGCM","14-April-2022","-7.3","AGGREGATED","100.0","13.0","AGGREGATED","100.0","14.7","AGGREGATED","100.0","1.9","AGGREGATED","100.0"
"Keoma AGCM","15-April-2022","-5.6","AGGREGATED","100.0","6.0","AGGREGATED","100.0","6.4","AGGREGATED","100.0","34.0","AGGREGATED","100.0"
"Keoma AGCM","16-April-2022","-4.2","AGGREGATED","100.0","10.0","AGGREGATED","100.0","12.0","AGGREGATED","100.0","161.2","AGGREGATED","100.0"
"Keoma AGCM","17-April-2022","-2.4","AGGREGATED","100.0","10.4","AGGREGATED","100.0","12.2","AGGREGATED","100.0","358.1","AGGREGATED","100.0"
"Keoma AGCM","18-April-2022","1.3","AGGREGATED","100.0","16.7","AGGREGATED","100.0","21.0","AGGREGATED","100.0","183.6","AGGREGATED","100.0"
"Keoma AGCM","19-April-2022","-0.2","AGGREGATED","100.0","18.1","AGGREGATED","100.0","23.6","AGGREGATED","100.0","2.8","AGGREGATED","100.0"
"Keoma AGCM","20-April-2022","-1.4","AGGREGATED","100.0","15.9","AGGREGATED","100.0","20.2","AGGREGATED","100.0","2.3","AGGREGATED","100.0"
"Keoma AGCM","21-April-2022","0.6","AGGREGATED","100.0","18.0","AGGREGATED","100.0","21.7","AGGREGATED","100.0","147.9","AGGREGATED","100.0"
"Keoma AGCM","22-April-2022","1.6","AGGREGATED","100.0","11.1","AGGREGATED","100.0","12.7","AGGREGATED","100.0","18.7","AGGREGATED","100.0"
"Keoma AGCM","23-April-2022","5.8","AGGREGATED","100.0","10.5","AGGREGATED","100.0","11.7","AGGREGATED","100.0","346.8","AGGREGATED","100.0"
"Keoma AGCM","24-April-2022","6.5","AGGREGATED","100.0","6.2","AGGREGATED","100.0","7.3","AGGREGATED","100.0","188.1","AGGREGATED","100.0"
"Keoma AGCM","25-April-2022","7.4","AGGREGATED","100.0","9.5","AGGREGATED","100.0","12.6","AGGREGATED","100.0","208.4","AGGREGATED","100.0"
"Keoma AGCM","26-April-2022","9.1","AGGREGATED","100.0","13.2","AGGREGATED","100.0","16.8","AGGREGATED","100.0","228.6","AGGREGATED","100.0"
"Keoma AGCM","27-April-2022","6.9","AGGREGATED","100.0","13.0","AGGREGATED","100.0","16.2","AGGREGATED","100.0","279.3","AGGREGATED","100.0"
"Keoma AGCM","28-April-2022","4.4","AGGREGATED","100.0","8.2","AGGREGATED","100.0","10.7","AGGREGATED","100.0","242.6","AGGREGATED","100.0"
"Keoma AGCM","29-April-2022","6.1","AGGREGATED","100.0","11.0","AGGREGATED","100.0","13.2","AGGREGATED","100.0","293.1","AGGREGATED","100.0"
"Keoma AGCM","30-April-2022","7.4","AGGREGATED","100.0","10.7","AGGREGATED","100.0","12.8","AGGREGATED","100.0","135.3","AGGREGATED","100.0"
"Keoma AGCM","01-May-2022","10.5","AGGREGATED","100.0","16.0","AGGREGATED","100.0","19.4","AGGREGATED","100.0","172.2","AGGREGATED","100.0"
"Keoma AGCM","02-May-2022","8.6","AGGREGATED","100.0","7.0","AGGREGATED","100.0","8.6","AGGREGATED","100.0","350.9","AGGREGATED","100.0"
"Keoma AGCM","03-May-2022","9.7","AGGREGATED","100.0","9.4","AGGREGATED","100.0","11.8","AGGREGATED","100.0","160.0","AGGREGATED","100.0"
"Keoma AGCM","04-May-2022","12.3","AGGREGATED","100.0","12.9","AGGREGATED","100.0","16.3","AGGREGATED","100.0","238.7","AGGREGATED","100.0"
"Keoma AGCM","05-May-2022","13.3","AGGREGATED","100.0","14.3","AGGREGATED","100.0","18.2","AGGREGATED","100.0","208.8","AGGREGATED","100.0"
"Keoma AGCM","06-May-2022","12.3","AGGREGATED","100.0","23.0","AGGREGATED","100.0","30.2","AGGREGATED","100.0","269.7","AGGREGATED","100.0"
"Keoma AGCM","07-May-2022","7.6","AGGREGATED","100.0","11.5","AGGREGATED","100.0","13.6","AGGREGATED","100.0","53.4","AGGREGATED","100.0"
"Keoma AGCM","08-May-2022","5.5","AGGREGATED","100.0","12.9","AGGREGATED","100.0","14.7","AGGREGATED","100.0","270.9","AGGREGATED","100.0"
"Keoma AGCM","09-May-2022","4.7","AGGREGATED","100.0","9.5","AGGREGATED","100.0","10.1","AGGREGATED","100.0","128.1","AGGREGATED","100.0"
"Keoma AGCM","10-May-2022","3.8","AGGREGATED","100.0","9.1","AGGREGATED","100.0","9.7","AGGREGATED","100.0","36.2","AGGREGATED","100.0"
"Keoma AGCM","11-May-2022","7.1","AGGREGATED","100.0","8.6","AGGREGATED","100.0","10.6","AGGREGATED","100.0","221.5","AGGREGATED","100.0"
"Keoma AGCM","12-May-2022","8.2","AGGREGATED","100.0","13.9","AGGREGATED","100.0","16.2","AGGREGATED","100.0","186.6","AGGREGATED","100.0"
"Keoma AGCM","13-May-2022","6.6","AGGREGATED","100.0","11.8","AGGREGATED","100.0","14.6","AGGREGATED","100.0","193.0","AGGREGATED","100.0"
"Keoma AGCM","14-May-2022","10.5","AGGREGATED","100.0","13.8","AGGREGATED","100.0","16.3","AGGREGATED","100.0","300.2","AGGREGATED","100.0"
"Keoma AGCM","15-May-2022","12.7","AGGREGATED","100.0","10.2","AGGREGATED","100.0","12.1","AGGREGATED","100.0","244.3","AGGREGATED","100.0"
"Keoma AGCM","16-May-2022","14.9","AGGREGATED","100.0","13.9","AGGREGATED","100.0","17.8","AGGREGATED","100.0","270.9","AGGREGATED","100.0"
"Keoma AGCM","17-May-2022","9.7","AGGREGATED","100.0","17.5","AGGREGATED","100.0","20.9","AGGREGATED","100.0","340.4","AGGREGATED","100.0"
"Keoma AGCM","18-May-2022","8.3","AGGREGATED","100.0","20.1","AGGREGATED","100.0","25.5","AGGREGATED","100.0","246.9","AGGREGATED","100.0"
"Keoma AGCM","19-May-2022","4.4","AGGREGATED","100.0","31.6","AGGREGATED","100.0","38.2","AGGREGATED","100.0","338.6","AGGREGATED","100.0"
"Keoma AGCM","20-May-2022","5.1","AGGREGATED","100.0","23.7","AGGREGATED","100.0","28.6","AGGREGATED","100.0","353.5","AGGREGATED","100.0"
"Keoma AGCM","21-May-2022","5.6","AGGREGATED","100.0","7.6","AGGREGATED","100.0","9.1","AGGREGATED","100.0","5.9","AGGREGATED","100.0"
"Keoma AGCM","22-May-2022","7.6","AGGREGATED","100.0","9.2","AGGREGATED","100.0","11.3","AGGREGATED","100.0","224.5","AGGREGATED","100.0"
"Keoma AGCM","23-May-2022","12.8","AGGREGATED","100.0","10.1","AGGREGATED","100.0","12.7","AGGREGATED","100.0","275.3","AGGREGATED","100.0"
"Keoma AGCM","24-May-2022","12.9","AGGREGATED","100.0","11.4","AGGREGATED","100.0","14.1","AGGREGATED","100.0","314.2","AGGREGATED","100.0"
"Keoma AGCM","25-May-2022","12.5","AGGREGATED","100.0","9.7","AGGREGATED","100.0","11.9","AGGREGATED","100.0","306.6","AGGREGATED","100.0"
"Keoma AGCM","26-May-2022","13.9","AGGREGATED","100.0","9.0","AGGREGATED","100.0","11.1","AGGREGATED","100.0","250.3","AGGREGATED","100.0"
"Keoma AGCM","27-May-2022","15.7","AGGREGATED","100.0","13.5","AGGREGATED","100.0","16.8","AGGREGATED","100.0","266.1","AGGREGATED","100.0"
"Keoma AGCM","28-May-2022","13.2","AGGREGATED","100.0","10.0","AGGREGATED","100.0","12.3","AGGREGATED","100.0","352.7","AGGREGATED","100.0"
"Keoma AGCM","29-May-2022","11.2","AGGREGATED","100.0","19.6","AGGREGATED","100.0","23.3","AGGREGATED","100.0","358.1","AGGREGATED","100.0"
"Keoma AGCM","30-May-2022","10.1","AGGREGATED","100.0","22.5","AGGREGATED","100.0","26.6","AGGREGATED","100.0","0.7","AGGREGATED","100.0"
"Keoma AGCM","31-May-2022","10.6","AGGREGATED","100.0","8.9","AGGREGATED","100.0","10.8","AGGREGATED","100.0","4.8","AGGREGATED","100.0"
"Keoma AGCM","01-June-2022","12.8","AGGREGATED","100.0","7.3","AGGREGATED","100.0","7.8","AGGREGATED","100.0","59.6","AGGREGATED","100.0"
"Keoma AGCM","02-June-2022","13.1","AGGREGATED","100.0","9.3","AGGREGATED","100.0","11.1","AGGREGATED","100.0","144.4","AGGREGATED","100.0"
"Keoma AGCM","03-June-2022","15.2","AGGREGATED","100.0","16.6","AGGREGATED","100.0","20.2","AGGREGATED","100.0","164.9","AGGREGATED","100.0"
"Keoma AGCM","04-June-2022","14.9","AGGREGATED","100.0","14.6","AGGREGATED","100.0","17.4","AGGREGATED","100.0","148.6","AGGREGATED","100.0"
"Keoma AGCM","05-June-2022","11.6","AGGREGATED","100.0","14.4","AGGREGATED","100.0","16.6","AGGREGATED","100.0","110.8","AGGREGATED","100.0"
"Keoma AGCM","06-June-2022","11.8","AGGREGATED","100.0","11.5","AGGREGATED","100.0","12.9","AGGREGATED","100.0","353.8","AGGREGATED","100.0"
"Keoma AGCM","07-June-2022","12.1","AGGREGATED","100.0","13.1","AGGREGATED","100.0","15.1","AGGREGATED","100.0","69.8","AGGREGATED","100.0"
"Keoma AGCM","08-June-2022","14.0","AGGREGATED","100.0","16.5","AGGREGATED","100.0","21.0","AGGREGATED","100.0","197.9","AGGREGATED","100.0"
"Keoma AGCM","09-June-2022","16.1","AGGREGATED","100.0","12.0","AGGREGATED","100.0","15.0","AGGREGATED","100.0","254.0","AGGREGATED","100.0"
"Keoma AGCM","10-June-2022","18.7","AGGREGATED","100.0","17.5","AGGREGATED","100.0","23.5","AGGREGATED","100.0","269.5","AGGREGATED","100.0"
"Keoma AGCM","11-June-2022","16.1","AGGREGATED","100.0","10.3","AGGREGATED","100.0","11.6","AGGREGATED","100.0","342.8","AGGREGATED","100.0"
"Keoma AGCM","12-June-2022","12.5","AGGREGATED","100.0","12.5","AGGREGATED","100.0","15.1","AGGREGATED","100.0","358.9","AGGREGATED","100.0"
"Keoma AGCM","13-June-2022","11.1","AGGREGATED","100.0","15.7","AGGREGATED","100.0","18.5","AGGREGATED","100.0","347.5","AGGREGATED","100.0"
"Keoma AGCM","14-June-2022","10.4","AGGREGATED","100.0","35.5","AGGREGATED","100.0","42.6","AGGREGATED","100.0","339.2","AGGREGATED","100.0"
"Keoma AGCM","15-June-2022","12.5","AGGREGATED","100.0","39.7","AGGREGATED","100.0","48.1","AGGREGATED","100.0","327.9","AGGREGATED","100.0"
"Keoma AGCM","16-June-2022","14.4","AGGREGATED","100.0","12.5","AGGREGATED","100.0","16.0","AGGREGATED","100.0","155.8","AGGREGATED","100.0"
"Keoma AGCM","17-June-2022","16.2","AGGREGATED","100.0","11.6","AGGREGATED","100.0","13.9","AGGREGATED","100.0","55.9","AGGREGATED","100.0"
"Keoma AGCM","18-June-2022","15.6","AGGREGATED","100.0","10.7","AGGREGATED","100.0","12.6","AGGREGATED","100.0","358.2","AGGREGATED","100.0"
"Keoma AGCM","19-June-2022","14.6","AGGREGATED","100.0","11.9","AGGREGATED","100.0","13.9","AGGREGATED","100.0","343.8","AGGREGATED","100.0"
"Keoma AGCM","20-June-2022","13.7","AGGREGATED","100.0","14.3","AGGREGATED","100.0","17.4","AGGREGATED","100.0","342.3","AGGREGATED","100.0"
"Keoma AGCM","21-June-2022","16.4","AGGREGATED","100.0","9.5","AGGREGATED","100.0","13.5","AGGREGATED","100.0","260.3","AGGREGATED","100.0"
"Keoma AGCM","22-June-2022","17.7","AGGREGATED","100.0","13.9","AGGREGATED","100.0","17.8","AGGREGATED","100.0","295.5","AGGREGATED","100.0"
"Keoma AGCM","23-June-2022","10.2","AGGREGATED","100.0","17.8","AGGREGATED","100.0","21.1","AGGREGATED","100.0","353.9","AGGREGATED","100.0"
"Keoma AGCM","24-June-2022","10.4","AGGREGATED","100.0","26.3","AGGREGATED","100.0","31.2","AGGREGATED","100.0","344.8","AGGREGATED","100.0"
"Keoma AGCM","25-June-2022","13.3","AGGREGATED","100.0","10.2","AGGREGATED","100.0","12.6","AGGREGATED","100.0","309.0","AGGREGATED","100.0"
"Keoma AGCM","26-June-2022","15.5","AGGREGATED","100.0","5.6","AGGREGATED","79.2","8.1","AGGREGATED","100.0","195.8","AGGREGATED","100.0"
"Keoma AGCM","27-June-2022","16.7","AGGREGATED","100.0","9.2","AGGREGATED","100.0","11.0","AGGREGATED","100.0","57.2","AGGREGATED","100.0"
"Keoma AGCM","28-June-2022","15.8","AGGREGATED","100.0","11.3","AGGREGATED","100.0","14.2","AGGREGATED","100.0","138.8","AGGREGATED","100.0"
"Keoma AGCM","29-June-2022","13.5","AGGREGATED","100.0","11.6","AGGREGATED","100.0","14.4","AGGREGATED","100.0","320.5","AGGREGATED","100.0"
"Keoma AGCM","30-June-2022","15.9","AGGREGATED","100.0","11.3","AGGREGATED","100.0","13.0","AGGREGATED","100.0","330.6","AGGREGATED","100.0"
"Keoma AGCM","01-July-2022","15.6","AGGREGATED","100.0","7.9","AGGREGATED","100.0","9.4","AGGREGATED","100.0","353.6","AGGREGATED","100.0"
"Keoma AGCM","02-July-2022","13.6","AGGREGATED","100.0","9.0","AGGREGATED","100.0","10.0","AGGREGATED","100.0","28.7","AGGREGATED","100.0"
"Keoma AGCM","03-July-2022","12.4","AGGREGATED","100.0","6.5","AGGREGATED","100.0","7.2","AGGREGATED","100.0","20.6","AGGREGATED","100.0"
"Keoma AGCM","04-July-2022","12.6","AGGREGATED","100.0","9.1","AGGREGATED","100.0","10.9","AGGREGATED","100.0","33.0","AGGREGATED","100.0"
"Keoma AGCM","05-July-2022","15.0","AGGREGATED","100.0","8.9","AGGREGATED","100.0","11.0","AGGREGATED","100.0","256.6","AGGREGATED","100.0"
"Keoma AGCM","06-July-2022","12.6","AGGREGATED","100.0","6.7","AGGREGATED","100.0","8.5","AGGREGATED","100.0","38.9","AGGREGATED","100.0"
"Keoma AGCM","07-July-2022","17.3","AGGREGATED","100.0","9.0","AGGREGATED","100.0","12.3","AGGREGATED","100.0","161.9","AGGREGATED","100.0"
"Keoma AGCM","08-July-2022","18.3","AGGREGATED","100.0","5.5","AGGREGATED","100.0","6.7","AGGREGATED","100.0","270.1","AGGREGATED","100.0"
"Keoma AGCM","09-July-2022","18.0","AGGREGATED","100.0","6.8","AGGREGATED","100.0","8.5","AGGREGATED","100.0","126.5","AGGREGATED","100.0"
"Keoma AGCM","10-July-2022","17.5","AGGREGATED","100.0","8.4","AGGREGATED","100.0","11.3","AGGREGATED","100.0","281.1","AGGREGATED","100.0"
"Keoma AGCM","11-July-2022","17.7","AGGREGATED","100.0","7.9","AGGREGATED","100.0","11.8","AGGREGATED","100.0","238.2","AGGREGATED","100.0"
"Keoma AGCM","12-July-2022","19.5","AGGREGATED","100.0","8.6","AGGREGATED","100.0","13.2","AGGREGATED","100.0","179.9","AGGREGATED","100.0"
"Keoma AGCM","13-July-2022","16.8","AGGREGATED","100.0","11.1","AGGREGATED","100.0","14.2","AGGREGATED","100.0","4.3","AGGREGATED","100.0"
"Keoma AGCM","14-July-2022","17.6","AGGREGATED","100.0","8.3","AGGREGATED","100.0","12.1","AGGREGATED","100.0","187.7","AGGREGATED","100.0"
"Keoma AGCM","15-July-2022","20.3","AGGREGATED","100.0","6.7","AGGREGATED","100.0","9.3","AGGREGATED","100.0","210.5","AGGREGATED","100.0"
"Keoma AGCM","16-July-2022","19.9","AGGREGATED","100.0","9.3","AGGREGATED","100.0","13.1","AGGREGATED","100.0","352.0","AGGREGATED","100.0"
"Keoma AGCM","17-July-2022","18.7","AGGREGATED","100.0","10.1","AGGREGATED","100.0","12.7","AGGREGATED","100.0","46.0","AGGREGATED","100.0"
"Keoma AGCM","18-July-2022","14.4","AGGREGATED","100.0","7.6","AGGREGATED","100.0","11.5","AGGREGATED","100.0","264.1","AGGREGATED","100.0"
"Keoma AGCM","19-July-2022","20.5","AGGREGATED","100.0","10.2","AGGREGATED","100.0","14.3","AGGREGATED","100.0","281.0","AGGREGATED","100.0"
"Keoma AGCM","20-July-2022","17.2","AGGREGATED","100.0","7.9","AGGREGATED","100.0","11.1","AGGREGATED","100.0","186.9","AGGREGATED","100.0"
"Keoma AGCM","21-July-2022","19.4","AGGREGATED","100.0","7.5","AGGREGATED","100.0","10.8","AGGREGATED","100.0","160.5","AGGREGATED","100.0"
"Keoma AGCM","22-July-2022","15.9","AGGREGATED","100.0","8.4","AGGREGATED","100.0","11.2","AGGREGATED","100.0","16.3","AGGREGATED","100.0"
"Keoma AGCM","23-July-2022","17.2","AGGREGATED","100.0","7.3","AGGREGATED","100.0","10.3","AGGREGATED","100.0","178.8","AGGREGATED","100.0"
"Keoma AGCM","24-July-2022","18.3","AGGREGATED","100.0","7.9","AGGREGATED","100.0","10.6","AGGREGATED","100.0","344.7","AGGREGATED","100.0"
"Keoma AGCM","25-July-2022","16.5","AGGREGATED","100.0","6.7","AGGREGATED","100.0","8.4","AGGREGATED","100.0","328.0","AGGREGATED","100.0"
"Keoma AGCM","26-July-2022","17.2","AGGREGATED","100.0","6.1","AGGREGATED","100.0","8.5","AGGREGATED","100.0","327.2","AGGREGATED","100.0"
"Keoma AGCM","27-July-2022","19.6","AGGREGATED","100.0","6.9","AGGREGATED","100.0","9.9","AGGREGATED","100.0","166.1","AGGREGATED","100.0"
"Keoma AGCM","28-July-2022","20.4","AGGREGATED","100.0","9.0","AGGREGATED","100.0","13.5","AGGREGATED","100.0","182.0","AGGREGATED","100.0"
"Keoma AGCM","29-July-2022","21.1","AGGREGATED","100.0","8.9","AGGREGATED","100.0","11.7","AGGREGATED","100.0","273.7","AGGREGATED","100.0"
"Keoma AGCM","30-July-2022","19.8","AGGREGATED","100.0","7.0","AGGREGATED","100.0","9.4","AGGREGATED","100.0","318.1","AGGREGATED","100.0"
"Keoma AGCM","31-July-2022","19.7","AGGREGATED","100.0","8.6","AGGREGATED","100.0","11.4","AGGREGATED","100.0","142.1","AGGREGATED","100.0"
"Keoma AGCM","01-August-2022","20.9","AGGREGATED","100.0","12.8","AGGREGATED","100.0","18.1","AGGREGATED","100.0","142.2","AGGREGATED","100.0"
"Keoma AGCM","02-August-2022","17.4","AGGREGATED","100.0","11.1","AGGREGATED","100.0","14.9","AGGREGATED","100.0","348.5","AGGREGATED","100.0"
"Keoma AGCM","03-August-2022","17.7","AGGREGATED","100.0","8.3","AGGREGATED","100.0","12.0","AGGREGATED","100.0","218.3","AGGREGATED","100.0"
"Keoma AGCM","04-August-2022","13.8","AGGREGATED","100.0","10.3","AGGREGATED","100.0","14.4","AGGREGATED","100.0","331.9","AGGREGATED","100.0"
"Keoma AGCM","05-August-2022","12.3","AGGREGATED","100.0","13.7","AGGREGATED","100.0","19.0","AGGREGATED","100.0","335.7","AGGREGATED","100.0"
"Keoma AGCM","06-August-2022","14.9","AGGREGATED","100.0","9.9","AGGREGATED","100.0","15.2","AGGREGATED","100.0","201.1","AGGREGATED","100.0"
"Keoma AGCM","07-August-2022","20.1","AGGREGATED","100.0","7.8","AGGREGATED","100.0","10.6","AGGREGATED","100.0","259.9","AGGREGATED","100.0"
"Keoma AGCM","08-August-2022","19.0","AGGREGATED","100.0","11.9","AGGREGATED","100.0","16.9","AGGREGATED","100.0","318.1","AGGREGATED","100.0"
"Keoma AGCM","09-August-2022","19.2","AGGREGATED","100.0","9.3","AGGREGATED","100.0","13.8","AGGREGATED","100.0","164.1","AGGREGATED","100.0"
"Keoma AGCM","10-August-2022","20.3","AGGREGATED","100.0","6.3","AGGREGATED","100.0","8.7","AGGREGATED","100.0","162.4","AGGREGATED","100.0"
"Keoma AGCM","11-August-2022","21.9","AGGREGATED","100.0","11.7","AGGREGATED","100.0","17.0","AGGREGATED","100.0","324.9","AGGREGATED","100.0"
"Keoma AGCM","12-August-2022","21.9","AGGREGATED","100.0","7.4","AGGREGATED","100.0","10.2","AGGREGATED","100.0","164.2","AGGREGATED","100.0"
"Keoma AGCM","13-August-2022","21.1","AGGREGATED","100.0","8.0","AGGREGATED","100.0","11.2","AGGREGATED","100.0","261.9","AGGREGATED","100.0"
"Keoma AGCM","14-August-2022","19.1","AGGREGATED","100.0","7.5","AGGREGATED","100.0","10.5","AGGREGATED","100.0","92.0","AGGREGATED","100.0"
"Keoma AGCM","15-August-2022","17.9","AGGREGATED","100.0","6.1","AGGREGATED","100.0","8.7","AGGREGATED","100.0","357.2","AGGREGATED","100.0"
"Keoma AGCM","16-August-2022","20.5","AGGREGATED","100.0","8.0","AGGREGATED","100.0","10.1","AGGREGATED","100.0","286.7","AGGREGATED","100.0"
"Keoma AGCM","17-August-2022","19.1","AGGREGATED","100.0","7.5","AGGREGATED","100.0","9.4","AGGREGATED","100.0","16.4","AGGREGATED","100.0"
